"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MLT","GDP","TOT","MLN_USD","A","2009",10992.37,
"MLT","GDP","TOT","MLN_USD","A","2010",11905.815,
"MLT","GDP","TOT","MLN_USD","A","2011",12060.677,
"MLT","GDP","TOT","MLN_USD","A","2012",12703.251,
"MLT","GDP","TOT","MLN_USD","A","2013",13757.033,
"MLT","GDP","TOT","MLN_USD","A","2014",14924.476,
"MLT","GDP","TOT","MLN_USD","A","2015",16669.467,
"MLT","GDP","TOT","MLN_USD","A","2016",18080.367,
"MLT","GDP","TOT","MLN_USD","A","2017",20362.422,
"MLT","GDP","TOT","MLN_USD","A","2018",22080.151,
"MLT","GDP","TOT","MLN_USD","A","2019",23904.722,
"ROU","GDP","TOT","MLN_USD","A","2001",144271.218,
"ROU","GDP","TOT","MLN_USD","A","2002",155641.018,
"ROU","GDP","TOT","MLN_USD","A","2003",163101.304,
"ROU","GDP","TOT","MLN_USD","A","2004",192858.082,
"ROU","GDP","TOT","MLN_USD","A","2005",204714.62,
"ROU","GDP","TOT","MLN_USD","A","2006",244927.364,
"ROU","GDP","TOT","MLN_USD","A","2007",286098.902,
"ROU","GDP","TOT","MLN_USD","A","2008",344672.81,
"ROU","GDP","TOT","MLN_USD","A","2009",338749.812,
"ROU","GDP","TOT","MLN_USD","A","2010",343716.855,
"ROU","GDP","TOT","MLN_USD","A","2011",360566.655,
"ROU","GDP","TOT","MLN_USD","A","2012",378486.205,
"ROU","GDP","TOT","MLN_USD","A","2013",395317.882,
"ROU","GDP","TOT","MLN_USD","A","2014",411273.358,
"ROU","GDP","TOT","MLN_USD","A","2015",428130.787,
"ROU","GDP","TOT","MLN_USD","A","2016",478203.667,
"ROU","GDP","TOT","MLN_USD","A","2017",531676.309,
"ROU","GDP","TOT","MLN_USD","A","2018",571409.8,
"ROU","GDP","TOT","MLN_USD","A","2019",617320.391,
