"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","GFCF","TOT","MLN_USD","A","2017",133569.379,
"BEL","GFCF","TOT","MLN_USD","A","2018",141799.807,
"BEL","GFCF","TOT","MLN_USD","A","2019",151537.934,
"BEL","GFCF","TOT","MLN_USD","A","2020",149241.159,"P"
"CZE","GFCF","TOT","MLN_USD","A","2000",51935.261,
"CZE","GFCF","TOT","MLN_USD","A","2001",56004.827,
"CZE","GFCF","TOT","MLN_USD","A","2002",55405.879,
"CZE","GFCF","TOT","MLN_USD","A","2003",58538.17,
"CZE","GFCF","TOT","MLN_USD","A","2004",61407.81,
"CZE","GFCF","TOT","MLN_USD","A","2005",64952.753,
"CZE","GFCF","TOT","MLN_USD","A","2006",69673.548,
"CZE","GFCF","TOT","MLN_USD","A","2007",81022.574,
"CZE","GFCF","TOT","MLN_USD","A","2008",84967.766,
"CZE","GFCF","TOT","MLN_USD","A","2009",80066.226,
"CZE","GFCF","TOT","MLN_USD","A","2010",79287.35,
"CZE","GFCF","TOT","MLN_USD","A","2011",81442.051,
"CZE","GFCF","TOT","MLN_USD","A","2012",80425.195,
"CZE","GFCF","TOT","MLN_USD","A","2013",82173.622,
"CZE","GFCF","TOT","MLN_USD","A","2014",86905.752,
"CZE","GFCF","TOT","MLN_USD","A","2015",94874.549,
"CZE","GFCF","TOT","MLN_USD","A","2016",95136.32,
"CZE","GFCF","TOT","MLN_USD","A","2017",102487.598,
"CZE","GFCF","TOT","MLN_USD","A","2018",115024.109,
"CZE","GFCF","TOT","MLN_USD","A","2019",123793.454,
"CZE","GFCF","TOT","MLN_USD","A","2020",118472.972,
"DNK","GFCF","TOT","MLN_USD","A","2000",32911.68,
"DNK","GFCF","TOT","MLN_USD","A","2001",33605.684,
"DNK","GFCF","TOT","MLN_USD","A","2002",33996.525,
"DNK","GFCF","TOT","MLN_USD","A","2003",34389.892,
"DNK","GFCF","TOT","MLN_USD","A","2004",36783.314,
"DNK","GFCF","TOT","MLN_USD","A","2005",39186.511,
"DNK","GFCF","TOT","MLN_USD","A","2006",47242.976,
"DNK","GFCF","TOT","MLN_USD","A","2007",50090.586,
"DNK","GFCF","TOT","MLN_USD","A","2008",52029.409,
"DNK","GFCF","TOT","MLN_USD","A","2009",44927.071,
"DNK","GFCF","TOT","MLN_USD","A","2010",43213.341,
"DNK","GFCF","TOT","MLN_USD","A","2011",44914.784,
"DNK","GFCF","TOT","MLN_USD","A","2012",47042.76,
"DNK","GFCF","TOT","MLN_USD","A","2013",49987.402,
"DNK","GFCF","TOT","MLN_USD","A","2014",51805.228,
"DNK","GFCF","TOT","MLN_USD","A","2015",55333.305,
"DNK","GFCF","TOT","MLN_USD","A","2016",62594.756,
"DNK","GFCF","TOT","MLN_USD","A","2017",67737.643,
"DNK","GFCF","TOT","MLN_USD","A","2018",72359.596,
"DNK","GFCF","TOT","MLN_USD","A","2019",72275.999,
"DNK","GFCF","TOT","MLN_USD","A","2020",78115.195,
"FIN","GFCF","TOT","MLN_USD","A","2000",31967.557,
"FIN","GFCF","TOT","MLN_USD","A","2001",32987.065,
"FIN","GFCF","TOT","MLN_USD","A","2002",32136.011,
"FIN","GFCF","TOT","MLN_USD","A","2003",32989.967,
"FIN","GFCF","TOT","MLN_USD","A","2004",36308.69,
"FIN","GFCF","TOT","MLN_USD","A","2005",38535.907,
"FIN","GFCF","TOT","MLN_USD","A","2006",41304.959,
"FIN","GFCF","TOT","MLN_USD","A","2007",48419.15,
"FIN","GFCF","TOT","MLN_USD","A","2008",52167.208,
"FIN","GFCF","TOT","MLN_USD","A","2009",46536.43,
"FIN","GFCF","TOT","MLN_USD","A","2010",46585.361,
"FIN","GFCF","TOT","MLN_USD","A","2011",49862.62,
"FIN","GFCF","TOT","MLN_USD","A","2012",51067.948,
"FIN","GFCF","TOT","MLN_USD","A","2013",49667.689,
"FIN","GFCF","TOT","MLN_USD","A","2014",48968.834,
"FIN","GFCF","TOT","MLN_USD","A","2015",49437.753,
"FIN","GFCF","TOT","MLN_USD","A","2016",56163.353,
"FIN","GFCF","TOT","MLN_USD","A","2017",61180.559,
"FIN","GFCF","TOT","MLN_USD","A","2018",65834.558,
"FIN","GFCF","TOT","MLN_USD","A","2019",66204.053,
"FIN","GFCF","TOT","MLN_USD","A","2020",67752.266,
"FRA","GFCF","TOT","MLN_USD","A","2000",341915.924,
"FRA","GFCF","TOT","MLN_USD","A","2001",362870.275,
"FRA","GFCF","TOT","MLN_USD","A","2002",369392.743,
"FRA","GFCF","TOT","MLN_USD","A","2003",368868.067,
"FRA","GFCF","TOT","MLN_USD","A","2004",389313.02,
"FRA","GFCF","TOT","MLN_USD","A","2005",420010.505,
"FRA","GFCF","TOT","MLN_USD","A","2006",463762.99,
"FRA","GFCF","TOT","MLN_USD","A","2007",506383.269,
"FRA","GFCF","TOT","MLN_USD","A","2008",533095.16,
"FRA","GFCF","TOT","MLN_USD","A","2009",495175.947,
"FRA","GFCF","TOT","MLN_USD","A","2010",516090.163,
"FRA","GFCF","TOT","MLN_USD","A","2011",548594.285,
"FRA","GFCF","TOT","MLN_USD","A","2012",555614.947,
"FRA","GFCF","TOT","MLN_USD","A","2013",574967.302,
"FRA","GFCF","TOT","MLN_USD","A","2014",580848.486,
"FRA","GFCF","TOT","MLN_USD","A","2015",584456.816,
"FRA","GFCF","TOT","MLN_USD","A","2016",624813.308,
"FRA","GFCF","TOT","MLN_USD","A","2017",671053.458,
"FRA","GFCF","TOT","MLN_USD","A","2018",715481.782,
"FRA","GFCF","TOT","MLN_USD","A","2019",774768.739,
"FRA","GFCF","TOT","MLN_USD","A","2020",728510.354,"P"
"DEU","GFCF","TOT","MLN_USD","A","2000",516853.39,
"DEU","GFCF","TOT","MLN_USD","A","2001",508770.495,
"DEU","GFCF","TOT","MLN_USD","A","2002",484311.447,
"DEU","GFCF","TOT","MLN_USD","A","2003",481922.453,
"DEU","GFCF","TOT","MLN_USD","A","2004",493607.986,
"DEU","GFCF","TOT","MLN_USD","A","2005",500198.628,
"DEU","GFCF","TOT","MLN_USD","A","2006",557254.936,
"DEU","GFCF","TOT","MLN_USD","A","2007",598735.44,
"DEU","GFCF","TOT","MLN_USD","A","2008",630195.589,
"DEU","GFCF","TOT","MLN_USD","A","2009",580974.368,
"DEU","GFCF","TOT","MLN_USD","A","2010",622512.964,
"DEU","GFCF","TOT","MLN_USD","A","2011",695668.51,
"DEU","GFCF","TOT","MLN_USD","A","2012",708644.158,
"DEU","GFCF","TOT","MLN_USD","A","2013",722136.678,
"DEU","GFCF","TOT","MLN_USD","A","2014",762956.19,
"DEU","GFCF","TOT","MLN_USD","A","2015",778587.466,
"DEU","GFCF","TOT","MLN_USD","A","2016",845458.777,
"DEU","GFCF","TOT","MLN_USD","A","2017",895396.74,
"DEU","GFCF","TOT","MLN_USD","A","2018",963955.769,
"DEU","GFCF","TOT","MLN_USD","A","2019",988367.977,"P"
"DEU","GFCF","TOT","MLN_USD","A","2020",997014.721,"P"
"GRC","GFCF","TOT","MLN_USD","A","2000",51965.424,
"GRC","GFCF","TOT","MLN_USD","A","2001",56304.315,
"GRC","GFCF","TOT","MLN_USD","A","2002",58194.147,
"GRC","GFCF","TOT","MLN_USD","A","2003",66134.052,
"GRC","GFCF","TOT","MLN_USD","A","2004",68043.326,
"GRC","GFCF","TOT","MLN_USD","A","2005",58535.267,
"GRC","GFCF","TOT","MLN_USD","A","2006",74520.952,
"GRC","GFCF","TOT","MLN_USD","A","2007",84263.876,
"GRC","GFCF","TOT","MLN_USD","A","2008",81399.583,
"GRC","GFCF","TOT","MLN_USD","A","2009",70108.792,
"GRC","GFCF","TOT","MLN_USD","A","2010",51405.125,"B"
"GRC","GFCF","TOT","MLN_USD","A","2011",38987.91,
"GRC","GFCF","TOT","MLN_USD","A","2012",31723.05,
"GRC","GFCF","TOT","MLN_USD","A","2013",31905.406,
"GRC","GFCF","TOT","MLN_USD","A","2014",31420.659,
"GRC","GFCF","TOT","MLN_USD","A","2015",31186.872,
"GRC","GFCF","TOT","MLN_USD","A","2016",32635.455,
"GRC","GFCF","TOT","MLN_USD","A","2017",36267.619,
"GRC","GFCF","TOT","MLN_USD","A","2018",35436.626,
"GRC","GFCF","TOT","MLN_USD","A","2019",34802.487,
"GRC","GFCF","TOT","MLN_USD","A","2020",35778.681,"P"
"HUN","GFCF","TOT","MLN_USD","A","2000",30866.191,
"HUN","GFCF","TOT","MLN_USD","A","2001",33440.559,
"HUN","GFCF","TOT","MLN_USD","A","2002",36470.537,
"HUN","GFCF","TOT","MLN_USD","A","2003",37041.378,
"HUN","GFCF","TOT","MLN_USD","A","2004",39530.142,
"HUN","GFCF","TOT","MLN_USD","A","2005",41130.919,
"HUN","GFCF","TOT","MLN_USD","A","2006",43495.754,
"HUN","GFCF","TOT","MLN_USD","A","2007",45491.762,
"HUN","GFCF","TOT","MLN_USD","A","2008",48557.168,
"HUN","GFCF","TOT","MLN_USD","A","2009",47021.687,
"HUN","GFCF","TOT","MLN_USD","A","2010",43636.442,
"HUN","GFCF","TOT","MLN_USD","A","2011",44866.103,
"HUN","GFCF","TOT","MLN_USD","A","2012",44201.62,
"HUN","GFCF","TOT","MLN_USD","A","2013",50504.55,
"HUN","GFCF","TOT","MLN_USD","A","2014",55791.481,
"HUN","GFCF","TOT","MLN_USD","A","2015",58486.267,
"HUN","GFCF","TOT","MLN_USD","A","2016",53459.176,
"HUN","GFCF","TOT","MLN_USD","A","2017",63942.939,
"HUN","GFCF","TOT","MLN_USD","A","2018",77142.432,
"HUN","GFCF","TOT","MLN_USD","A","2019",88695.372,
"HUN","GFCF","TOT","MLN_USD","A","2020",86296.797,
"IRL","GFCF","TOT","MLN_USD","A","2000",27288.572,
"IRL","GFCF","TOT","MLN_USD","A","2001",30139.041,
"IRL","GFCF","TOT","MLN_USD","A","2002",32674.345,
"IRL","GFCF","TOT","MLN_USD","A","2003",36122.595,
"IRL","GFCF","TOT","MLN_USD","A","2004",42488.392,
"IRL","GFCF","TOT","MLN_USD","A","2005",50212.846,
"IRL","GFCF","TOT","MLN_USD","A","2006",58574.486,
"IRL","GFCF","TOT","MLN_USD","A","2007",59065.904,
"IRL","GFCF","TOT","MLN_USD","A","2008",49261.706,
"IRL","GFCF","TOT","MLN_USD","A","2009",39805.062,
"IRL","GFCF","TOT","MLN_USD","A","2010",34634.955,
"IRL","GFCF","TOT","MLN_USD","A","2011",34487.609,
"IRL","GFCF","TOT","MLN_USD","A","2012",41773.614,
"IRL","GFCF","TOT","MLN_USD","A","2013",41140.824,
"IRL","GFCF","TOT","MLN_USD","A","2014",49151.151,
"IRL","GFCF","TOT","MLN_USD","A","2015",78278.513,
"IRL","GFCF","TOT","MLN_USD","A","2016",121891.857,
"IRL","GFCF","TOT","MLN_USD","A","2017",124297.82,
"IRL","GFCF","TOT","MLN_USD","A","2018",117064.604,
"IRL","GFCF","TOT","MLN_USD","A","2019",234256.386,
"IRL","GFCF","TOT","MLN_USD","A","2020",197297.21,
"ITA","GFCF","TOT","MLN_USD","A","2000",319577.941,
"ITA","GFCF","TOT","MLN_USD","A","2001",330956.165,
"ITA","GFCF","TOT","MLN_USD","A","2002",350291.492,
"ITA","GFCF","TOT","MLN_USD","A","2003",349321.242,
"ITA","GFCF","TOT","MLN_USD","A","2004",357411.702,
"ITA","GFCF","TOT","MLN_USD","A","2005",371717.74,
"ITA","GFCF","TOT","MLN_USD","A","2006",407217.648,
"ITA","GFCF","TOT","MLN_USD","A","2007",432161.549,
"ITA","GFCF","TOT","MLN_USD","A","2008",444647.524,
"ITA","GFCF","TOT","MLN_USD","A","2009",411234.338,
"ITA","GFCF","TOT","MLN_USD","A","2010",417325.444,
"ITA","GFCF","TOT","MLN_USD","A","2011",428415.934,
"ITA","GFCF","TOT","MLN_USD","A","2012",397742.915,
"ITA","GFCF","TOT","MLN_USD","A","2013",376329.111,
"ITA","GFCF","TOT","MLN_USD","A","2014",367930.575,
"ITA","GFCF","TOT","MLN_USD","A","2015",379510.688,
"ITA","GFCF","TOT","MLN_USD","A","2016",415653.54,
"ITA","GFCF","TOT","MLN_USD","A","2017",440023.382,
"ITA","GFCF","TOT","MLN_USD","A","2018",464057.895,
"ITA","GFCF","TOT","MLN_USD","A","2019",476817.499,
"ITA","GFCF","TOT","MLN_USD","A","2020",448869.778,
"LUX","GFCF","TOT","MLN_USD","A","2000",4959.847,
"LUX","GFCF","TOT","MLN_USD","A","2001",5421.805,
"LUX","GFCF","TOT","MLN_USD","A","2002",5567.457,
"LUX","GFCF","TOT","MLN_USD","A","2003",5722.498,
"LUX","GFCF","TOT","MLN_USD","A","2004",6295.519,
"LUX","GFCF","TOT","MLN_USD","A","2005",6190.754,
"LUX","GFCF","TOT","MLN_USD","A","2006",6790.736,
"LUX","GFCF","TOT","MLN_USD","A","2007",7728.263,
"LUX","GFCF","TOT","MLN_USD","A","2008",8954.616,
"LUX","GFCF","TOT","MLN_USD","A","2009",7792.48,
"LUX","GFCF","TOT","MLN_USD","A","2010",7706.973,
"LUX","GFCF","TOT","MLN_USD","A","2011",9408.89,
"LUX","GFCF","TOT","MLN_USD","A","2012",9839.752,
"LUX","GFCF","TOT","MLN_USD","A","2013",10120.07,
"LUX","GFCF","TOT","MLN_USD","A","2014",11218.763,
"LUX","GFCF","TOT","MLN_USD","A","2015",10634.461,
"LUX","GFCF","TOT","MLN_USD","A","2016",11404.556,
"LUX","GFCF","TOT","MLN_USD","A","2017",12213.255,
"LUX","GFCF","TOT","MLN_USD","A","2018",11476.112,
"LUX","GFCF","TOT","MLN_USD","A","2019",12593.871,
"LUX","GFCF","TOT","MLN_USD","A","2020",12371.424,
"NLD","GFCF","TOT","MLN_USD","A","2000",114374.204,
"NLD","GFCF","TOT","MLN_USD","A","2001",117896.071,
"NLD","GFCF","TOT","MLN_USD","A","2002",117284.202,
"NLD","GFCF","TOT","MLN_USD","A","2003",114139.032,
"NLD","GFCF","TOT","MLN_USD","A","2004",118313.303,
"NLD","GFCF","TOT","MLN_USD","A","2005",125347.338,
"NLD","GFCF","TOT","MLN_USD","A","2006",141061.77,
"NLD","GFCF","TOT","MLN_USD","A","2007",167665.728,
"NLD","GFCF","TOT","MLN_USD","A","2008",168843.111,
"NLD","GFCF","TOT","MLN_USD","A","2009",156926.957,
"NLD","GFCF","TOT","MLN_USD","A","2010",147413.595,
"NLD","GFCF","TOT","MLN_USD","A","2011",156644.519,
"NLD","GFCF","TOT","MLN_USD","A","2012",148597.452,
"NLD","GFCF","TOT","MLN_USD","A","2013",151894.477,
"NLD","GFCF","TOT","MLN_USD","A","2014",146066.113,
"NLD","GFCF","TOT","MLN_USD","A","2015",188317.423,
"NLD","GFCF","TOT","MLN_USD","A","2016",178107.265,
"NLD","GFCF","TOT","MLN_USD","A","2017",190078.615,
"NLD","GFCF","TOT","MLN_USD","A","2018",203532.283,
"NLD","GFCF","TOT","MLN_USD","A","2019",217519.743,
"NLD","GFCF","TOT","MLN_USD","A","2020",223430.649,
"POL","GFCF","TOT","MLN_USD","A","2000",96738.664,
"POL","GFCF","TOT","MLN_USD","A","2001",86937.025,
"POL","GFCF","TOT","MLN_USD","A","2002",83071.685,
"POL","GFCF","TOT","MLN_USD","A","2003",85173.165,
"POL","GFCF","TOT","MLN_USD","A","2004",93469.815,
"POL","GFCF","TOT","MLN_USD","A","2005",100204.28,
"POL","GFCF","TOT","MLN_USD","A","2006",117926.283,
"POL","GFCF","TOT","MLN_USD","A","2007",143897.085,
"POL","GFCF","TOT","MLN_USD","A","2008",161239.313,
"POL","GFCF","TOT","MLN_USD","A","2009",157402.545,
"POL","GFCF","TOT","MLN_USD","A","2010",156744.064,
"POL","GFCF","TOT","MLN_USD","A","2011",176742.994,
"POL","GFCF","TOT","MLN_USD","A","2012",175824.344,
"POL","GFCF","TOT","MLN_USD","A","2013",175518.83,
"POL","GFCF","TOT","MLN_USD","A","2014",193688.446,
"POL","GFCF","TOT","MLN_USD","A","2015",208053.138,
"POL","GFCF","TOT","MLN_USD","A","2016",197530.841,
"POL","GFCF","TOT","MLN_USD","A","2017",199884.167,
"POL","GFCF","TOT","MLN_USD","A","2018",227866.146,
"POL","GFCF","TOT","MLN_USD","A","2019",242236.004,
"POL","GFCF","TOT","MLN_USD","A","2020",239089.615,
"PRT","GFCF","TOT","MLN_USD","A","2000",54392.838,
"PRT","GFCF","TOT","MLN_USD","A","2001",55401.474,
"PRT","GFCF","TOT","MLN_USD","A","2002",54845.219,
"PRT","GFCF","TOT","MLN_USD","A","2003",51816.253,
"PRT","GFCF","TOT","MLN_USD","A","2004",52744.114,
"PRT","GFCF","TOT","MLN_USD","A","2005",55201.098,
"PRT","GFCF","TOT","MLN_USD","A","2006",58522.031,
"PRT","GFCF","TOT","MLN_USD","A","2007",61069.332,
"PRT","GFCF","TOT","MLN_USD","A","2008",64338.768,
"PRT","GFCF","TOT","MLN_USD","A","2009",59284.782,
"PRT","GFCF","TOT","MLN_USD","A","2010",59302.662,
"PRT","GFCF","TOT","MLN_USD","A","2011",52059.486,
"PRT","GFCF","TOT","MLN_USD","A","2012",43990.027,
"PRT","GFCF","TOT","MLN_USD","A","2013",43094.569,
"PRT","GFCF","TOT","MLN_USD","A","2014",44937.207,
"PRT","GFCF","TOT","MLN_USD","A","2015",47673.554,
"PRT","GFCF","TOT","MLN_USD","A","2016",50564.501,
"PRT","GFCF","TOT","MLN_USD","A","2017",57127.674,
"PRT","GFCF","TOT","MLN_USD","A","2018",62940.731,
"PRT","GFCF","TOT","MLN_USD","A","2019",67368.87,
"PRT","GFCF","TOT","MLN_USD","A","2020",67732.998,
"SVK","GFCF","TOT","MLN_USD","A","2000",16006.718,
"SVK","GFCF","TOT","MLN_USD","A","2001",19257.683,
"SVK","GFCF","TOT","MLN_USD","A","2002",19772.22,
"SVK","GFCF","TOT","MLN_USD","A","2003",18556.534,
"SVK","GFCF","TOT","MLN_USD","A","2004",19499.752,
"SVK","GFCF","TOT","MLN_USD","A","2005",23423.908,
"SVK","GFCF","TOT","MLN_USD","A","2006",25993.534,
"SVK","GFCF","TOT","MLN_USD","A","2007",29003.013,
"SVK","GFCF","TOT","MLN_USD","A","2008",31588.499,
"SVK","GFCF","TOT","MLN_USD","A","2009",25860.487,
"SVK","GFCF","TOT","MLN_USD","A","2010",28784.96,
"SVK","GFCF","TOT","MLN_USD","A","2011",32852.27,
"SVK","GFCF","TOT","MLN_USD","A","2012",29732.436,
"SVK","GFCF","TOT","MLN_USD","A","2013",31039.666,
"SVK","GFCF","TOT","MLN_USD","A","2014",32210.778,
"SVK","GFCF","TOT","MLN_USD","A","2015",38594.404,
"SVK","GFCF","TOT","MLN_USD","A","2016",33965.613,
"SVK","GFCF","TOT","MLN_USD","A","2017",34601.48,
"SVK","GFCF","TOT","MLN_USD","A","2018",35717.324,
"SVK","GFCF","TOT","MLN_USD","A","2019",37626.399,
"SVK","GFCF","TOT","MLN_USD","A","2020",33879.891,
"ESP","GFCF","TOT","MLN_USD","A","2000",227145.071,
"ESP","GFCF","TOT","MLN_USD","A","2001",242595.243,
"ESP","GFCF","TOT","MLN_USD","A","2002",264108.63,
"ESP","GFCF","TOT","MLN_USD","A","2003",286334.002,
"ESP","GFCF","TOT","MLN_USD","A","2004",312038.834,
"ESP","GFCF","TOT","MLN_USD","A","2005",349627.082,
"ESP","GFCF","TOT","MLN_USD","A","2006",409541.02,
"ESP","GFCF","TOT","MLN_USD","A","2007",438524.955,
"ESP","GFCF","TOT","MLN_USD","A","2008",425503.693,
"ESP","GFCF","TOT","MLN_USD","A","2009",343901.041,
"ESP","GFCF","TOT","MLN_USD","A","2010",321535.545,
"ESP","GFCF","TOT","MLN_USD","A","2011",298243.022,
"ESP","GFCF","TOT","MLN_USD","A","2012",274884.31,
"ESP","GFCF","TOT","MLN_USD","A","2013",262655.557,
"ESP","GFCF","TOT","MLN_USD","A","2014",277062.92,
"ESP","GFCF","TOT","MLN_USD","A","2015",292026.946,
"ESP","GFCF","TOT","MLN_USD","A","2016",311288.805,
"ESP","GFCF","TOT","MLN_USD","A","2017",343878.394,
"ESP","GFCF","TOT","MLN_USD","A","2018",370365.369,
"ESP","GFCF","TOT","MLN_USD","A","2019",394048.869,
"ESP","GFCF","TOT","MLN_USD","A","2020",362715.151,"P"
"SWE","GFCF","TOT","MLN_USD","A","2000",58493.589,
"SWE","GFCF","TOT","MLN_USD","A","2001",60381.802,
"SWE","GFCF","TOT","MLN_USD","A","2002",60869.027,
"SWE","GFCF","TOT","MLN_USD","A","2003",61691.022,
"SWE","GFCF","TOT","MLN_USD","A","2004",66632.647,
"SWE","GFCF","TOT","MLN_USD","A","2005",69299.44,
"SWE","GFCF","TOT","MLN_USD","A","2006",79585.916,
"SWE","GFCF","TOT","MLN_USD","A","2007",90431.909,
"SWE","GFCF","TOT","MLN_USD","A","2008",95407.831,
"SWE","GFCF","TOT","MLN_USD","A","2009",84248.046,
"SWE","GFCF","TOT","MLN_USD","A","2010",89057.8,
"SWE","GFCF","TOT","MLN_USD","A","2011",96501.808,
"SWE","GFCF","TOT","MLN_USD","A","2012",98276.578,
"SWE","GFCF","TOT","MLN_USD","A","2013",99796.334,
"SWE","GFCF","TOT","MLN_USD","A","2014",106272.042,
"SWE","GFCF","TOT","MLN_USD","A","2015",114294.578,
"SWE","GFCF","TOT","MLN_USD","A","2016",121155.176,
"SWE","GFCF","TOT","MLN_USD","A","2017",131332.302,
"SWE","GFCF","TOT","MLN_USD","A","2018",137126.819,
"SWE","GFCF","TOT","MLN_USD","A","2019",136991.177,
"SWE","GFCF","TOT","MLN_USD","A","2020",144658.568,
"EST","GFCF","TOT","MLN_USD","A","2000",3512.411,
"EST","GFCF","TOT","MLN_USD","A","2001",3927.386,
"EST","GFCF","TOT","MLN_USD","A","2002",4916.691,
"EST","GFCF","TOT","MLN_USD","A","2003",5897.066,
"EST","GFCF","TOT","MLN_USD","A","2004",6282.917,
"EST","GFCF","TOT","MLN_USD","A","2005",7406.128,
"EST","GFCF","TOT","MLN_USD","A","2006",9588.118,
"EST","GFCF","TOT","MLN_USD","A","2007",10829.17,
"EST","GFCF","TOT","MLN_USD","A","2008",9491.339,
"EST","GFCF","TOT","MLN_USD","A","2009",6197.516,
"EST","GFCF","TOT","MLN_USD","A","2010",6112.436,
"EST","GFCF","TOT","MLN_USD","A","2011",8624.756,
"EST","GFCF","TOT","MLN_USD","A","2012",9871.931,
"EST","GFCF","TOT","MLN_USD","A","2013",10099.399,
"EST","GFCF","TOT","MLN_USD","A","2014",9795.588,
"EST","GFCF","TOT","MLN_USD","A","2015",9400.436,
"EST","GFCF","TOT","MLN_USD","A","2016",10065.621,
"EST","GFCF","TOT","MLN_USD","A","2017",11548.256,
"EST","GFCF","TOT","MLN_USD","A","2018",13041.685,
"EST","GFCF","TOT","MLN_USD","A","2019",12777.587,
"EST","GFCF","TOT","MLN_USD","A","2020",15971.425,
"SVN","GFCF","TOT","MLN_USD","A","2000",9815.525,
"SVN","GFCF","TOT","MLN_USD","A","2001",9946.485,
"SVN","GFCF","TOT","MLN_USD","A","2002",9920.59,
"SVN","GFCF","TOT","MLN_USD","A","2003",10546.779,
"SVN","GFCF","TOT","MLN_USD","A","2004",11825.069,
"SVN","GFCF","TOT","MLN_USD","A","2005",12689.25,
"SVN","GFCF","TOT","MLN_USD","A","2006",14321.56,
"SVN","GFCF","TOT","MLN_USD","A","2007",15941.516,
"SVN","GFCF","TOT","MLN_USD","A","2008",17618.549,
"SVN","GFCF","TOT","MLN_USD","A","2009",13553.654,
"SVN","GFCF","TOT","MLN_USD","A","2010",12017.703,
"SVN","GFCF","TOT","MLN_USD","A","2011",11845.303,
"SVN","GFCF","TOT","MLN_USD","A","2012",11370.626,
"SVN","GFCF","TOT","MLN_USD","A","2013",12122.652,
"SVN","GFCF","TOT","MLN_USD","A","2014",12162.622,
"SVN","GFCF","TOT","MLN_USD","A","2015",12175.088,
"SVN","GFCF","TOT","MLN_USD","A","2016",12179.175,
"SVN","GFCF","TOT","MLN_USD","A","2017",13820.654,
"SVN","GFCF","TOT","MLN_USD","A","2018",15625.635,
"SVN","GFCF","TOT","MLN_USD","A","2019",16664.789,
"SVN","GFCF","TOT","MLN_USD","A","2020",15789.631,
"LVA","GFCF","TOT","MLN_USD","A","2000",4754.643,
"LVA","GFCF","TOT","MLN_USD","A","2001",5732.176,
"LVA","GFCF","TOT","MLN_USD","A","2002",5660.594,
"LVA","GFCF","TOT","MLN_USD","A","2003",6246.887,
"LVA","GFCF","TOT","MLN_USD","A","2004",7947.542,
"LVA","GFCF","TOT","MLN_USD","A","2005",9661.416,
"LVA","GFCF","TOT","MLN_USD","A","2006",11910.92,
"LVA","GFCF","TOT","MLN_USD","A","2007",14523.825,
"LVA","GFCF","TOT","MLN_USD","A","2008",13578.211,
"LVA","GFCF","TOT","MLN_USD","A","2009",8103.081,
"LVA","GFCF","TOT","MLN_USD","A","2010",7076.028,
"LVA","GFCF","TOT","MLN_USD","A","2011",9118.459,
"LVA","GFCF","TOT","MLN_USD","A","2012",11272.162,
"LVA","GFCF","TOT","MLN_USD","A","2013",11061.474,
"LVA","GFCF","TOT","MLN_USD","A","2014",10824.589,
